session_id,correct Q1,correct Q2,correct Q3,correct Q4,correct Q5,correct Q6,correct Q7,correct Q8,correct Q9,correct Q10,correct Q11,correct Q12,correct Q13,correct Q14,correct Q15,correct Q16,correct Q17,correct Q18
21010209382482264_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1
21010209384731970_q1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1
21010209391387732_q1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1
21010209413615350_q1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
21010209421022844_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
21010209423227004_q1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1
21010209424621944_q1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
21010209452763450_q1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
21010209465418236_q1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
21010209474935904_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
21010209491138750_q1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1
21010209494496100_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
21010209511184824_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
21010209522634730_q1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
21010209530762450_q1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
21010209533217544_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
21010209554081600_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
21010209562493548_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
21010210003207096_q1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
21010210011721932_q1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1
21010210012925004_q1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
21010210024185870_q1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1
21010210030405050_q1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
21010210061412100_q1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1
21010210073876876_q1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1
21010210092197980_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
21010210092831876_q1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
21010210093086336_q1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1
21010210101980944_q1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1
21010210112209532_q1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1
21010210142653490_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
21010210144659052_q1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1
21010210162424130_q1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1
21010210163847000_q1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1
21010210190636544_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
21010210191726690_q1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1
21010210202453140_q1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1
21010210215461270_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010210221051148_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
21010210222336104_q1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1
21010210223438750_q1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1
21010210233619852_q1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1
21010210240209240_q1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1
21010210240347764_q1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
21010210264639900_q1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21010210270946040_q1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1
21010210270955776_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
21010210282442680_q1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1
21010210305724210_q1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
21010210313365056_q1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
21010210324423276_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
21010210335105000_q1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
21010210340498664_q1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
21010210344017388_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010210353171070_q1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1
21010210364230172_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
21010210400980096_q1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
21010210410653770_q1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1
21010210430669036_q1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1
21010210435631950_q1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1
21010210445888772_q1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1
21010210482418964_q1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
21010210512419284_q1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
21010210521043950_q1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1
21010210552339130_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21010210555615948_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
21010210565746210_q1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
21010210573621376_q1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
21010210580255324_q1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1
21010210594905224_q1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
21010211011531216_q1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1
21010211014491936_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
21010211015753836_q1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
21010211020105040_q1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1
21010211024103610_q1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1
21010211055807676_q1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
21010211070526050_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
21010211075933484_q1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
21010211103583244_q1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1
21010211115047896_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
21010211130382896_q1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1
21010211135945760_q1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
21010211144702790_q1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1
21010211154448548_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
21010211160034870_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
21010211164026588_q1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
21010211221030644_q1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1
21010211225422664_q1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
21010211241157708_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
21010211285035140_q1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1
21010211293916470_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
21010211301934412_q1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
21010211304665356_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
21010211353586210_q1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
21010211355018400_q1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
21010211360573530_q1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
21010211361068348_q1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
21010211384854490_q1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1
21010211421091716_q1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
21010211433013500_q1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1
21010211453454960_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
21010211493813560_q1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
21010211495871650_q1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
21010211511602560_q1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
21010211520883120_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010211532577920_q1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
21010211554280452_q1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
21010211554755050_q1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
21010211563120184_q1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
21010211564502880_q1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
21010211573488784_q1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
21010211583904148_q1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
21010211594453184_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
21010212000931444_q1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
21010212001704052_q1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1
21010212040872776_q1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
21010212045428660_q1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1
21010212051428300_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
21010212053870820_q1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
21010212055819660_q1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
21010212060535956_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
21010212074447296_q1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1
21010212075534536_q1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
21010212083381504_q1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
21010212090155084_q1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
21010212103043790_q1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1
21010212133949464_q1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1
21010212162866160_q1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1
21010212165261830_q1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1
21010212204659772_q1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1
21010212220848330_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21010212242433096_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
21010212275305104_q1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
21010212291518216_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
21010212315387190_q1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1
21010212335975480_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
21010212343868440_q1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
21010212345031500_q1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
21010212373890136_q1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
21010212374691310_q1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
21010212392736810_q1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
21010212402314940_q1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
21010212411455984_q1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
21010212444433756_q1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
21010212462402404_q1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
21010212463667230_q1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1
21010212472138096_q1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1
21010212485329012_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
21010212504004464_q1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1
21010212504789852_q1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1
21010212523533030_q1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1
21010212540769984_q1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1
21010212571813680_q1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
21010212582607990_q1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1
21010212594739520_q1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
21010213011474890_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
21010213030779188_q1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
21010213032341540_q1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
21010213050060470_q1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1
21010213054523548_q1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
21010213054759650_q1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1
21010213065817784_q1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1
21010213084678490_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
21010213085155416_q1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1
21010213101897556_q1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0
21010213104093156_q1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1
21010213105774468_q1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
21010213121361652_q1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
21010213135470904_q1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
21010213141745216_q1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1
21010213174999148_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
21010213180051604_q1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
21010213180539230_q1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1
21010213194170190_q1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1
21010213194415428_q1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010213205057050_q1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1
21010213235517436_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
21010213255563340_q1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1
21010213261365350_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21010213281363860_q1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
21010213284595030_q1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1
21010213310914780_q1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
21010213322244972_q1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
21010213352021960_q1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
21010213362429976_q1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
21010213383566028_q1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
21010213400980780_q1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
21010213415789260_q1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
21010213422592464_q1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
21010213433223644_q1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
21010213445724256_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
21010213452235450_q1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1
21010213452476410_q1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
21010213475327576_q1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
21010213493476544_q1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
21010213502368412_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
21010213591974844_q1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
21010213592416980_q1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
21010214000305096_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
21010214040656096_q1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
21010214055418748_q1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
21010214084493516_q1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
21010214092267216_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
21010214114979470_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21010214141928830_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010214155593816_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010214164642628_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21010214203089410_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010214224017964_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1
21010214224644264_q1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1
21010214231131296_q1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
21010214273073050_q1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
21010214295646310_q1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1
21010214302800530_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
21010214362195590_q1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
21010214373182720_q1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
21010214394741520_q1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1
21010214402216616_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
21010214405239624_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
21010214430114292_q1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
21010214440150172_q1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
21010214453863970_q1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1
21010214463087388_q1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010214481606480_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
21010214491777964_q1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
21010214524273584_q1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
21010214524414396_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010214524878532_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
21010214535599470_q1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
21010214542857384_q1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
21010214551433572_q1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
21010214560624890_q1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1
21010214561459860_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
21010214585700930_q1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
21010214590950910_q1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1
21010215020470132_q1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1
21010215030469090_q1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1
21010215064683740_q1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1
21010215070979264_q1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
21010215072223664_q1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1
21010215113814030_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
21010215175006320_q1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1
21010215192906444_q1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
21010215193627456_q1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
21010215205918988_q1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1
21010215213011160_q1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1
21010215230564404_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
21010215263736010_q1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
21010215273072060_q1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1
21010215320569630_q1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1
21010215330758864_q1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
21010215341887356_q1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
21010215413738796_q1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
21010215425981904_q1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
21010215430774790_q1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
21010215442792784_q1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1
21010215473271000_q1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
21010215475429130_q1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
21010216005880790_q1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
21010216013939972_q1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1
21010216101358876_q1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
21010216122445708_q1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
21010216131276868_q1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
21010216163325040_q1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
21010216200055110_q1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21010216201520184_q1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1
21010216212004820_q1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
21010216233863050_q1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
21010216342853170_q1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1
21010216390188456_q1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
21010216415423900_q1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
21010216474222136_q1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1
21010216484073144_q1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21010216570082376_q1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
21010216575594076_q1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
21010216580651896_q1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1
21010216582134590_q1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
21010217031601384_q1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21010217051815036_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
21010217075799190_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
21010217125346300_q1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
21010217162994176_q1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
21010217213198492_q1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1
21010217354427760_q1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
21010217382905564_q1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1
21010217384762376_q1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1
21010217414823280_q1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
21010217423653212_q1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
21010217571361824_q1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1
21010217583032044_q1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1
21010218002014056_q1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
21010218004860932_q1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1
21010218050432250_q1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1
21010218071330230_q1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
21010218265234224_q1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1
21010218360727796_q1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
21010218441138812_q1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
21010218443604944_q1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
21010218445641010_q1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
21010219182879680_q1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1
21010219335351944_q1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1
